Timestamp,Source File,Google Service,Event Type,Description,Device,IP,Additional Metadata
2024-04-19 11:35:30,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited 2022 Hurricane Season Recap: When Florida's Recent Luck Ran ... | Apr 19, 2024, 11:35:30 AM EDT | Search",,,
2024-04-19 11:52:22,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Cypress Head Golf Club | Apr 19, 2024, 11:52:22 AM EDT | Maps",,,
2024-04-19 11:52:23,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Daytona Highlands Golf Course | Apr 19, 2024, 11:52:23 AM EDT | Maps",,,
2024-04-19 11:52:23,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Called Halifax Hospital Professional Building | Apr 19, 2024, 11:52:23 AM EDT | Maps",,,
2024-04-19 11:52:23,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Port Orange | Apr 19, 2024, 11:52:23 AM EDT | Maps",,,
2024-04-19 11:52:23,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | 1885 Halifax Dr | Apr 19, 2024, 11:52:23 AM EDT | Maps",,,
2024-04-19 12:32:25,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Jewel - Lullaby (2009) | lively_livelee | Apr 19, 2024, 12:32:25 PM EDT",,,
2024-04-19 12:35:02,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Hotels\MyActivity.html,Hotels,Search,"Hotels | Searched for * | Apr 19, 2024, 12:35:02 PM EDT | Hotels",,,
2024-04-19 12:35:22,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for divorce attorneys Daytona Beach Steve | Apr 19, 2024, 12:35:22 PM EDT | Maps",,,
2024-04-19 12:35:27,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for divorce attorneys Daytona Beach Steve | Apr 19, 2024, 12:35:27 PM EDT | Maps",,,
2024-04-19 12:36:18,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for divorce attorneys Daytona Beach Stepaniak￼ | Apr 19, 2024, 12:36:18 PM EDT | Maps",,,
2024-04-19 13:38:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | 1885 Halifax Dr | Apr 19, 2024, 1:38:46 PM EDT | Maps",,,
2024-04-19 13:38:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for 1885 Halifax Dr, Port Orange, FL 32128 | Apr 19, 2024, 1:38:46 PM EDT | Maps",,,
2024-04-19 13:39:01,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for Halifax Hospital Professional Building, 311 N Clyde Morris Blvd # 320, Daytona Beach, FL 32114 | Apr 19, 2024, 1:39:01 PM EDT | Maps",,,
2024-04-19 13:39:02,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Halifax Hospital Professional Building | Apr 19, 2024, 1:39:02 PM EDT | Maps",,,
2024-04-19 13:42:14,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Hotels\MyActivity.html,Hotels,Search,"Hotels | Searched for * | Apr 19, 2024, 1:42:14 PM EDT | Hotels",,,
2024-04-19 16:56:59,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for pdf to txt converter | Apr 19, 2024, 4:56:59 PM EDT | Search",,,
2024-04-19 16:57:09,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited PDF to TXT | CloudConvert | Apr 19, 2024, 4:57:09 PM EDT | Search",,,
2024-04-19 18:00:12,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Business Profile\account-109822854878924139108\location-4513462355681358635\localPost-1292530519349166278\data.json,Google Business Profile,createTime metadata,createTime: 2024-04-19T18:00:12.746053Z,,,
2024-04-19 18:00:12,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Business Profile\account-109822854878924139108\location-4513462355681358635\localPost-1292530519349166278\data.json,Google Business Profile,updateTime metadata,updateTime: 2024-04-19T18:00:12.746053Z,,,
2024-04-19 18:14:36,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Business Profile\account-109822854878924139108\location-4513462355681358635\localPost-4645040979849330846\data.json,Google Business Profile,expirationTime metadata,expirationTime: 2024-04-19T18:14:36.140275Z,,,
2024-04-19 18:15:25,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Business Profile\account-109822854878924139108\location-4513462355681358635\localPost-3932744015570375417\data.json,Google Business Profile,expirationTime metadata,expirationTime: 2024-04-19T18:15:25.883406Z,,,
2024-04-19 18:27:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Viewed,"Search | Viewed KeyGlee, LLC | Apr 19, 2024, 6:27:46 PM EDT | Search",,,
2024-04-19 18:27:50,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for keyglee api | Apr 19, 2024, 6:27:50 PM EDT | Search",,,
2024-04-19 18:28:19,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited RangePG LLC - KeyGlee | Apr 19, 2024, 6:28:19 PM EDT | Search",,,
2024-04-19 18:56:07,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for tesseract ocr | Apr 19, 2024, 6:56:07 PM EDT | Search",,,
2024-04-19 18:56:18,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Tesseract OCR Software Tutorial: Home - NYU Libraries Research ... | Apr 19, 2024, 6:56:18 PM EDT | Search",,,
2024-04-19 18:57:09,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for web based ocr pdf to text | Apr 19, 2024, 6:57:09 PM EDT | Search",,,
2024-04-19 18:57:43,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for google drive ocr | Apr 19, 2024, 6:57:43 PM EDT | Search",,,Drive
2024-04-19 19:06:20,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,Gmail,Used service,"Gmail | Used Gmail | Apr 19, 2024, 7:06:20 PM EDT | Gmail",,,Gmail
2024-04-19 19:36:05,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for code violation map | Apr 19, 2024, 7:36:05 PM EDT | Search",,,
2024-04-19 19:36:16,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Code Compliance - Volusia County Government | Apr 19, 2024, 7:36:16 PM EDT | Search",,,
2024-04-19 19:37:16,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for crexi api | Apr 19, 2024, 7:37:16 PM EDT | Search",,,
2024-04-19 19:37:32,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited https://exchange.crexi.com/index.html | Apr 19, 2024, 7:37:32 PM EDT | Search",,,
2024-04-19 19:37:53,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Scraping API for CREXi - ProxyEmpire | Apr 19, 2024, 7:37:53 PM EDT | Search",,,
2024-04-19 20:21:58,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Hotels\MyActivity.html,Hotels,Search,"Hotels | Searched for * | Apr 19, 2024, 8:21:58 PM EDT | Hotels",,,
2024-04-19 20:22:01,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Explored on Google Maps | Apr 19, 2024, 8:22:01 PM EDT | Maps",,,
2024-04-19 20:22:02,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Cypress Head Golf Club | Apr 19, 2024, 8:22:02 PM EDT | Maps",,,
2024-04-19 21:08:25,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Google Search | Apr 19, 2024, 9:08:25 PM EDT | Search",,,
2024-04-19 21:09:31,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for example closing costs for a $360k home in florida. $180k subject to take over payments. $180k cash | Apr 19, 2024, 9:09:31 PM EDT | Search",,,
2024-04-19 22:23:20,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for dscr loan $200k | Apr 19, 2024, 10:23:20 PM EDT | Search",,,
2024-04-19 22:23:51,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for dscr loan calculator | Apr 19, 2024, 10:23:51 PM EDT | Search",,,
2024-04-19 22:23:57,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited DSCR Calculator: Debt Service Coverage Ratio - OfferMarket | Apr 19, 2024, 10:23:57 PM EDT | Search",,,
2024-04-19 22:24:31,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for volusia county property tax rate | Apr 19, 2024, 10:24:31 PM EDT | Search",,,Tax
2024-04-19 22:25:42,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Estimate Taxes | Volusia County Property Appraiser's Office | Apr 19, 2024, 10:25:42 PM EDT | Search",,,Tax
2024-04-19 22:25:52,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Volusia County Property Appraiser's Office | Apr 19, 2024, 10:25:52 PM EDT | Search",,,
2024-04-19 22:34:22,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for 6274 palm vista st port orange | Apr 19, 2024, 10:34:22 PM EDT | Search",,,
2024-04-19 22:34:34,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited 6274 Palm Vista St, Port Orange, FL 32128 | Zillow | Apr 19, 2024, 10:34:34 PM EDT | Search",,,
2024-04-19 22:35:10,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for 6272 palm vista st zillow | Apr 19, 2024, 10:35:10 PM EDT | Search",,,
2024-04-19 22:35:15,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited 6272 Palm Vista St, Port Orange, FL 32128 | Zillow | Apr 19, 2024, 10:35:15 PM EDT | Search",,,
2024-04-19 23:12:24,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Search,"Search | Searched for 6274 palm vista st port orange | Apr 19, 2024, 11:12:24 PM EDT | Search",,,
2024-04-20 11:53:47,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Three Little Birds (Bob Marley: One Love - Music Inspired By The Film) | Kacey Musgraves - Topic | Apr 20, 2024, 11:53:47 AM EDT",,,
2024-04-20 11:54:05,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Search,"YouTube Music | Searched for one love | Apr 20, 2024, 11:54:05 AM EDT | YouTube",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Bel-air | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Port Orange | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Daytona Beach | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Daytona Beach | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Daytona Highlands Golf Course | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Explored on Google Maps | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:54:33,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Called Law Offices of Robert Stepniak | Apr 20, 2024, 11:54:33 AM EDT | Maps",,,
2024-04-20 11:55:07,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Search,"YouTube Music | Searched for one love soundtrack | Apr 20, 2024, 11:55:07 AM EDT | YouTube",,,
2024-04-20 11:59:57,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Is This Love | Bob Marley & The Wailers - Topic | Apr 20, 2024, 11:59:57 AM EDT",,,
2024-04-20 12:07:36,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Slow Down | Skip Marley - Topic | Apr 20, 2024, 12:07:36 PM EDT",,,
2024-04-20 12:33:19,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Hotels\MyActivity.html,Hotels,Search,"Hotels | Searched for * | Apr 20, 2024, 12:33:19 PM EDT | Hotels",,,
2024-04-20 12:33:41,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for Gas | Apr 20, 2024, 12:33:41 PM EDT | Maps",,,
2024-04-20 12:33:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around New Smyrna Beach | Apr 20, 2024, 12:33:48 PM EDT | Maps",,,
2024-04-20 12:33:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Volusia County | Apr 20, 2024, 12:33:48 PM EDT | Maps",,,
2024-04-20 12:33:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Ponce Inlet | Apr 20, 2024, 12:33:48 PM EDT | Maps",,,
2024-04-20 12:33:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around New Smyrna Beach | Apr 20, 2024, 12:33:48 PM EDT | Maps",,,
2024-04-20 12:33:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Cypress Head Golf Club | Apr 20, 2024, 12:33:48 PM EDT | Maps",,,
2024-04-20 12:50:18,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Search\MyActivity.html,Search,Visited/Open,"Search | Visited Google Search | Apr 20, 2024, 12:50:18 PM EDT | Search",,,
2024-04-20 13:07:50,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Concrete Jungle | Bob Marley & The Wailers - Topic | Apr 20, 2024, 1:07:50 PM EDT",,,
2024-04-20 13:28:00,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Redemption Song | Bob Marley & The Wailers - Topic | Apr 20, 2024, 1:28:00 PM EDT",,,
2024-04-20 13:39:06,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Google Business Profile\account-109822854878924139108\location-4513462355681358635\localPost-2241019928343832577\data.json,Google Business Profile,expirationTime metadata,expirationTime: 2024-04-20T13:39:06.809131Z,,,Savings
2024-04-20 13:55:03,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Explored on Google Maps | Apr 20, 2024, 1:55:03 PM EDT | Maps",,,
2024-04-20 13:55:03,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Volusia County | Apr 20, 2024, 1:55:03 PM EDT | Maps",,,
2024-04-20 14:03:53,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched AIML Program Overview: University of Texas at Austin x Great Learning | Get Started | Watched at 2:03 PM | Apr 20, 2024, 2:03:53 PM EDT",,,
2024-04-20 14:04:54,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched Neuroscientist: The ONLY Workout Routine You Will Ever Need | Andrew Huberman | RESPIRE | Apr 20, 2024, 2:04:54 PM EDT",,,
2024-04-20 14:14:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched 3-1-3 | Watched at 2:14 PM | Apr 20, 2024, 2:14:48 PM EDT",,,
2024-04-20 14:15:02,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched Neuroscientist: This Exercise BOOSTS Testosterone 50% | Andrew Huberman | RESPIRE | Apr 20, 2024, 2:15:02 PM EDT",,,
2024-04-20 14:26:49,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched shortcut v24 | Watched at 2:26 PM | Apr 20, 2024, 2:26:49 PM EDT",,,
2024-04-20 14:26:57,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube | Watched Neuroscientist: Increase Testosterone PERMANENTLY in Minutes | Andrew Huberman | RESPIRE | Apr 20, 2024, 2:26:57 PM EDT",,,
2024-04-20 14:41:48,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched One Love / People Get Ready | Bob Marley & The Wailers - Topic | Apr 20, 2024, 2:41:48 PM EDT",,,
2024-04-20 15:49:11,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for bait shop | Apr 20, 2024, 3:49:11 PM EDT | Maps",,,
2024-04-20 15:49:51,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around New Smyrna Beach | Apr 20, 2024, 3:49:51 PM EDT | Maps",,,
2024-04-20 15:49:51,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around New Smyrna Beach | Apr 20, 2024, 3:49:51 PM EDT | Maps",,,
2024-04-20 15:49:51,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Port Orange | Apr 20, 2024, 3:49:51 PM EDT | Maps",,,
2024-04-20 15:50:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Ponce Inlet | Apr 20, 2024, 3:50:46 PM EDT | Maps",,,
2024-04-20 15:50:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Volusia County | Apr 20, 2024, 3:50:46 PM EDT | Maps",,,
2024-04-20 15:50:46,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | Explored on Google Maps | Apr 20, 2024, 3:50:46 PM EDT | Maps",,,
2024-04-20 16:10:10,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\YouTube\MyActivity.html,YouTube,Activity,"YouTube Music | Watched Rastaman Chant | Bob Marley & The Wailers - Topic | Apr 20, 2024, 4:10:10 PM EDT",,,
2024-04-20 16:12:36,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for JESUS CHURCH, 1818 Taylor Rd, Port Orange, FL 32128 | Apr 20, 2024, 4:12:36 PM EDT | Maps",,,
2024-04-20 16:12:37,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Activity,"Maps | JESUS CHURCH | Apr 20, 2024, 4:12:37 PM EDT | Maps",,,
2024-04-20 16:13:11,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Viewed,"Maps | Viewed area around Cypress Head Golf Club | Apr 20, 2024, 4:13:11 PM EDT | Maps",,,
2024-04-20 16:24:02,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,Maps,Search,"Maps | Searched for bait shop | Apr 20, 2024, 4:24:02 PM EDT | Maps",,,
