CanonicalEventId,PrimaryExhibitNumber,EventType,CaptureTimestamp,TextedTimestamp,ElapsedSeconds,ConversationContact,ImagePathScanned,FileName,FileSize,SHA256,ReadableAsImage,ImageFormat,Width,Height,Dimensions,DPI,DPIX,DPIY,DeviceDimensionAssessment,DeviceMetadataPlainEnglish,EXIF_Make,EXIF_Model,EXIF_Software,EXIF_DateTimeOriginal,EXIF_DateTimeDigitized,EXIF_DateTime,EXIF_Orientation,EXIF_AllRelevant,MetadataError
CE-011,EX-068,Screenshot transmission,2024-04-25 12:43:03,2024/04/25 12:43:25,22,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-011_Screenshot_2024-04-25_at_12.43.03_PM.jpeg,CE-011_Screenshot_2024-04-25_at_12.43.03_PM.jpeg,184198,057A0756A89DCD96D224EB14A76B4319D4BF1D9BE0E47B1FAD48EF36C0C07C53,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-012,EX-169,Screenshot transmission,2024-04-25 12:44:13,2024/04/25 12:44:27,14,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-012_Screenshot_2024-04-25_at_12.44.13_PM.jpeg,CE-012_Screenshot_2024-04-25_at_12.44.13_PM.jpeg,214724,E65E6D7F7B4D7CDA7C86121E3EEFF04E52373815D65857742FE5767F99D13A13,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-013,EX-069,Screenshot transmission,2024-04-25 12:45:10,2024/04/25 12:45:32,22,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-013_Screenshot_2024-04-25_at_12.45.10_PM.jpeg,CE-013_Screenshot_2024-04-25_at_12.45.10_PM.jpeg,277624,2B7F34BDAAA23F44457CB0F40D361BBC447E010217CBD8579F46815DE47A7E17,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-014,EX-070,Screenshot transmission,2024-04-25 12:46:57,2024/04/25 12:47:10,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-014_Screenshot_2024-04-25_at_12.46.57_PM.jpeg,CE-014_Screenshot_2024-04-25_at_12.46.57_PM.jpeg,280822,B965A660654FC5792BA5B5B205DA258A64B8D4ED3594CB4F0D83EA124C6CE3EC,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-015,EX-071,Screenshot transmission,2024-04-25 12:48:04,2024/04/25 12:48:16,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-015_Screenshot_2024-04-25_at_12.48.04_PM.jpeg,CE-015_Screenshot_2024-04-25_at_12.48.04_PM.jpeg,258876,E37C71DB2139BCF3AB031F72A51B351DDC83FC3FD409B4BB1302D4CEBA3E7CF9,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-016,EX-072,Screenshot transmission,2024-04-25 12:49:10,2024/04/25 12:49:24,14,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-016_Screenshot_2024-04-25_at_12.49.10_PM.jpeg,CE-016_Screenshot_2024-04-25_at_12.49.10_PM.jpeg,306780,3EB14BD68DA5395702E6C59D47D00DDF9ABB3490898DA7C871A46B2471FFDCE9,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-017,EX-174,Screenshot transmission,2024-04-25 12:50:49,2024/04/25 12:51:02,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-017_Screenshot_2024-04-25_at_12.50.49_PM.jpeg,CE-017_Screenshot_2024-04-25_at_12.50.49_PM.jpeg,387040,A64EB2285D62A3AABE20461397EEBFE3F1290DCEFBEA53A78DB187E919CDC329,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-018,EX-073,Screenshot transmission,2024-04-25 12:54:32,2024/04/25 12:54:44,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-018_Screenshot_2024-04-25_at_12.54.32_PM.jpeg,CE-018_Screenshot_2024-04-25_at_12.54.32_PM.jpeg,584864,9BB9AA3EC59B4717E3FAC9BED9650A5BE6120C087CCDF18F999985A2CBCDC0B9,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-019,EX-074,Screenshot transmission,2024-04-25 12:56:09,2024/04/25 12:56:24,15,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-019_Screenshot_2024-04-25_at_12.56.09_PM.jpeg,CE-019_Screenshot_2024-04-25_at_12.56.09_PM.jpeg,437572,68596B884DC01D9467A30A0193F8763795AD998B4ACCC204B615A7B13F95369E,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-020,EX-075,Screenshot transmission,2024-04-25 12:56:37,2024/04/25 12:56:47,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-020_Screenshot_2024-04-25_at_12.56.37_PM.jpeg,CE-020_Screenshot_2024-04-25_at_12.56.37_PM.jpeg,327981,58F7081EF73C5B5C64DE77F726BAE14007AF0313A2B421D3A931F4142B06A901,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-021,EX-005,Screenshot transmission,2024-04-25 13:04:21,2024/04/25 13:04:36,15,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-021_Screenshot_2024-04-25_at_1.04.21_PM.jpeg,CE-021_Screenshot_2024-04-25_at_1.04.21_PM.jpeg,400260,3A938F424C9BF895F7E40D6741D045645E5B92129D989B74B6F7CF86C0F84B7D,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-022,EX-006,Screenshot transmission,2024-04-25 13:04:58,2024/04/25 13:05:10,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-022_Screenshot_2024-04-25_at_1.04.58_PM.jpeg,CE-022_Screenshot_2024-04-25_at_1.04.58_PM.jpeg,530026,61AB907196D745510298A8CAB61A2E9745B519219A3BF22653F0FE35A6422657,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-023,EX-007,Screenshot transmission,2024-04-25 13:06:02,2024/04/25 13:06:20,18,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-023_Screenshot_2024-04-25_at_1.06.02_PM.jpeg,CE-023_Screenshot_2024-04-25_at_1.06.02_PM.jpeg,248572,C714504AF995F2621EAF40A600E81938D9EFD3305ACB00404DA39A092E84097F,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-024,EX-107,Screenshot transmission,2024-04-25 13:06:27,2024/04/25 13:06:39,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-024_Screenshot_2024-04-25_at_1.06.27_PM.jpeg,CE-024_Screenshot_2024-04-25_at_1.06.27_PM.jpeg,258085,036DF25AEAD5F44FAD8EC9A0371BC5E32D2CE021FAFD1A243B5F2B2C8985DA4C,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-025,EX-008,Screenshot transmission,2024-04-25 13:09:50,2024/04/25 13:10:13,23,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-025_Screenshot_2024-04-25_at_1.09.50_PM.jpeg,CE-025_Screenshot_2024-04-25_at_1.09.50_PM.jpeg,355374,33F499A9943BD22BD4F156D74868451E2040EDB9A7181DC0578F606D4EF2D207,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-026,EX-009,Screenshot transmission,2024-04-25 13:10:25,2024/04/25 13:10:46,21,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-026_Screenshot_2024-04-25_at_1.10.25_PM.jpeg,CE-026_Screenshot_2024-04-25_at_1.10.25_PM.jpeg,427729,9AE509BCDFEFB45C575920D0F200D8C685689DE8CDB460083484B78D31A4D5E2,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-027,EX-010,Screenshot transmission,2024-04-25 13:11:40,2024/04/25 13:11:53,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-027_Screenshot_2024-04-25_at_1.11.40_PM.jpeg,CE-027_Screenshot_2024-04-25_at_1.11.40_PM.jpeg,201500,8A35D288F1B82412F66F8517115F2229D6D535DF29A062F7DF8CABC01A697AB8,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-028,EX-011,Screenshot transmission,2024-04-25 13:13:10,2024/04/25 13:13:21,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-028_Screenshot_2024-04-25_at_1.13.10_PM.jpeg,CE-028_Screenshot_2024-04-25_at_1.13.10_PM.jpeg,271773,CDD7BE210D29397734E011A95617645CBF731D8BA5BB7666569FA423850DD489,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-029,EX-012,Screenshot transmission,2024-04-25 13:15:21,2024/04/25 13:15:31,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-029_Screenshot_2024-04-25_at_1.15.21_PM.jpeg,CE-029_Screenshot_2024-04-25_at_1.15.21_PM.jpeg,423399,F3B09A62C3D4504A738647E515901C58DABBB0A84E047A2CAF0BD7433F996C5F,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-030,EX-013,Screenshot transmission,2024-04-25 13:21:58,2024/04/25 13:22:07,9,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-030_Screenshot_2024-04-25_at_1.21.58_PM.jpeg,CE-030_Screenshot_2024-04-25_at_1.21.58_PM.jpeg,342510,9668435AF5C8CE1928F7331960DAE4AF3F63E3607D166C87508CFFBC9EDC2E59,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
